INFO:root:Namespace(accumulate=None, batch_size=32, bert_dataset='wiki_cn_cased', bert_model='bert_12_768_12', dev_batch_size=8, dtype='float32', epochs=3, epsilon=1e-06, gpu=None, log_interval=10, lr=2e-05, max_len=128, model_parameters=None, only_inference=False, optimizer='bertadam', output_dir='./output_dir', pad=False, pretrained_bert_parameters=None, seed=3, task_name='LCQMC', warmup_ratio=0.1)
INFO:root:processing dataset...
WARNING:py.warnings:/cluster/home/it_stu116/.local/lib/python3.7/site-packages/gluonnlp/data/batchify/batchify.py:235: UserWarning: Padding value is not given and will be set automatically to 0 in data.batchify.Pad(). Please check whether this is intended (e.g. value of padding index in the vocabulary).
  'Padding value is not given and will be set automatically to 0 '

WARNING:py.warnings:/cluster/home/it_stu116/.local/lib/python3.7/site-packages/gluonnlp/data/sampler.py:352: UserWarning: Some buckets are empty and will be removed. Unused bucket keys=[116]
  str(unused_bucket_keys))

INFO:root:Now we are doing BERT classification training on cpu(0)!
[12:55:45] src/base.cc:49: GPU context requested, but no GPUs found.
INFO:root:[Epoch 3 Batch 2650/7467] loss=0.1623, lr=0.0000091, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 2660/7467] loss=0.1307, lr=0.0000091, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 2670/7467] loss=0.1121, lr=0.0000091, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 2680/7467] loss=0.1142, lr=0.0000091, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 2690/7467] loss=0.1391, lr=0.0000091, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 2700/7467] loss=0.0866, lr=0.0000091, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 2710/7467] loss=0.1938, lr=0.0000091, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 2720/7467] loss=0.2129, lr=0.0000091, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 2730/7467] loss=0.1487, lr=0.0000091, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 2740/7467] loss=0.1590, lr=0.0000091, metrics:accuracy:0.9533
INFO:root:[Epoch 3 Batch 2750/7467] loss=0.1265, lr=0.0000091, metrics:accuracy:0.9533
INFO:root:[Epoch 3 Batch 2760/7467] loss=0.1601, lr=0.0000090, metrics:accuracy:0.9533
INFO:root:[Epoch 3 Batch 2770/7467] loss=0.1296, lr=0.0000090, metrics:accuracy:0.9533
INFO:root:[Epoch 3 Batch 2780/7467] loss=0.1859, lr=0.0000090, metrics:accuracy:0.9532
INFO:root:[Epoch 3 Batch 2790/7467] loss=0.1064, lr=0.0000090, metrics:accuracy:0.9533
INFO:root:[Epoch 3 Batch 2800/7467] loss=0.1310, lr=0.0000090, metrics:accuracy:0.9533
INFO:root:[Epoch 3 Batch 2810/7467] loss=0.1555, lr=0.0000090, metrics:accuracy:0.9533
INFO:root:[Epoch 3 Batch 2820/7467] loss=0.1586, lr=0.0000090, metrics:accuracy:0.9532
INFO:root:[Epoch 3 Batch 2830/7467] loss=0.1186, lr=0.0000090, metrics:accuracy:0.9533
INFO:root:[Epoch 3 Batch 2840/7467] loss=0.1460, lr=0.0000090, metrics:accuracy:0.9533
INFO:root:[Epoch 3 Batch 2850/7467] loss=0.1458, lr=0.0000090, metrics:accuracy:0.9533
INFO:root:[Epoch 3 Batch 2860/7467] loss=0.1319, lr=0.0000090, metrics:accuracy:0.9532
INFO:root:[Epoch 3 Batch 2870/7467] loss=0.1761, lr=0.0000090, metrics:accuracy:0.9532
INFO:root:[Epoch 3 Batch 2880/7467] loss=0.1397, lr=0.0000090, metrics:accuracy:0.9532
INFO:root:[Epoch 3 Batch 2890/7467] loss=0.0935, lr=0.0000090, metrics:accuracy:0.9532
INFO:root:[Epoch 3 Batch 2900/7467] loss=0.1313, lr=0.0000089, metrics:accuracy:0.9532
INFO:root:[Epoch 3 Batch 2910/7467] loss=0.1394, lr=0.0000089, metrics:accuracy:0.9532
INFO:root:[Epoch 3 Batch 2920/7467] loss=0.1189, lr=0.0000089, metrics:accuracy:0.9532
INFO:root:[Epoch 3 Batch 2930/7467] loss=0.0683, lr=0.0000089, metrics:accuracy:0.9532
INFO:root:[Epoch 3 Batch 2940/7467] loss=0.1364, lr=0.0000089, metrics:accuracy:0.9532
INFO:root:[Epoch 3 Batch 2950/7467] loss=0.1031, lr=0.0000089, metrics:accuracy:0.9533
INFO:root:[Epoch 3 Batch 2960/7467] loss=0.0969, lr=0.0000089, metrics:accuracy:0.9533
INFO:root:[Epoch 3 Batch 2970/7467] loss=0.1078, lr=0.0000089, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 2980/7467] loss=0.1288, lr=0.0000089, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 2990/7467] loss=0.2037, lr=0.0000089, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3000/7467] loss=0.0941, lr=0.0000089, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3010/7467] loss=0.1543, lr=0.0000089, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3020/7467] loss=0.0776, lr=0.0000089, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3030/7467] loss=0.1444, lr=0.0000088, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3040/7467] loss=0.1345, lr=0.0000088, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3050/7467] loss=0.1285, lr=0.0000088, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3060/7467] loss=0.1170, lr=0.0000088, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3070/7467] loss=0.1232, lr=0.0000088, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3080/7467] loss=0.1122, lr=0.0000088, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3090/7467] loss=0.1335, lr=0.0000088, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3100/7467] loss=0.1287, lr=0.0000088, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3110/7467] loss=0.1448, lr=0.0000088, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3120/7467] loss=0.1298, lr=0.0000088, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3130/7467] loss=0.1292, lr=0.0000088, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3140/7467] loss=0.1064, lr=0.0000088, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3150/7467] loss=0.1875, lr=0.0000088, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3160/7467] loss=0.1023, lr=0.0000088, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3170/7467] loss=0.1197, lr=0.0000087, metrics:accuracy:0.9536
INFO:root:[Epoch 3 Batch 3180/7467] loss=0.1666, lr=0.0000087, metrics:accuracy:0.9536
INFO:root:[Epoch 3 Batch 3190/7467] loss=0.1901, lr=0.0000087, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3200/7467] loss=0.1590, lr=0.0000087, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3210/7467] loss=0.1588, lr=0.0000087, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3220/7467] loss=0.1568, lr=0.0000087, metrics:accuracy:0.9533
INFO:root:[Epoch 3 Batch 3230/7467] loss=0.1611, lr=0.0000087, metrics:accuracy:0.9533
INFO:root:[Epoch 3 Batch 3240/7467] loss=0.0900, lr=0.0000087, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3250/7467] loss=0.1291, lr=0.0000087, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3260/7467] loss=0.1325, lr=0.0000087, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3270/7467] loss=0.1489, lr=0.0000087, metrics:accuracy:0.9533
INFO:root:[Epoch 3 Batch 3280/7467] loss=0.1141, lr=0.0000087, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3290/7467] loss=0.0887, lr=0.0000087, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3300/7467] loss=0.1022, lr=0.0000086, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3310/7467] loss=0.0976, lr=0.0000086, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3320/7467] loss=0.1610, lr=0.0000086, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3330/7467] loss=0.1488, lr=0.0000086, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3340/7467] loss=0.1178, lr=0.0000086, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3350/7467] loss=0.1363, lr=0.0000086, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3360/7467] loss=0.1478, lr=0.0000086, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3370/7467] loss=0.1059, lr=0.0000086, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3380/7467] loss=0.0712, lr=0.0000086, metrics:accuracy:0.9536
INFO:root:[Epoch 3 Batch 3390/7467] loss=0.0930, lr=0.0000086, metrics:accuracy:0.9536
INFO:root:[Epoch 3 Batch 3400/7467] loss=0.1431, lr=0.0000086, metrics:accuracy:0.9536
INFO:root:[Epoch 3 Batch 3410/7467] loss=0.1722, lr=0.0000086, metrics:accuracy:0.9536
INFO:root:[Epoch 3 Batch 3420/7467] loss=0.1419, lr=0.0000086, metrics:accuracy:0.9536
INFO:root:[Epoch 3 Batch 3430/7467] loss=0.1272, lr=0.0000085, metrics:accuracy:0.9537
INFO:root:[Epoch 3 Batch 3440/7467] loss=0.1144, lr=0.0000085, metrics:accuracy:0.9537
INFO:root:[Epoch 3 Batch 3450/7467] loss=0.1654, lr=0.0000085, metrics:accuracy:0.9536
INFO:root:[Epoch 3 Batch 3460/7467] loss=0.1563, lr=0.0000085, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3470/7467] loss=0.1789, lr=0.0000085, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3480/7467] loss=0.1767, lr=0.0000085, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3490/7467] loss=0.1326, lr=0.0000085, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3500/7467] loss=0.1192, lr=0.0000085, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3510/7467] loss=0.1483, lr=0.0000085, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3520/7467] loss=0.1108, lr=0.0000085, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3530/7467] loss=0.1455, lr=0.0000085, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3540/7467] loss=0.1661, lr=0.0000085, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3550/7467] loss=0.1271, lr=0.0000085, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3560/7467] loss=0.1000, lr=0.0000085, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3570/7467] loss=0.1308, lr=0.0000084, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3580/7467] loss=0.0950, lr=0.0000084, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3590/7467] loss=0.1781, lr=0.0000084, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3600/7467] loss=0.0565, lr=0.0000084, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3610/7467] loss=0.1847, lr=0.0000084, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3620/7467] loss=0.0952, lr=0.0000084, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3630/7467] loss=0.1384, lr=0.0000084, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3640/7467] loss=0.0984, lr=0.0000084, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3650/7467] loss=0.1473, lr=0.0000084, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3660/7467] loss=0.1162, lr=0.0000084, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3670/7467] loss=0.1689, lr=0.0000084, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3680/7467] loss=0.1000, lr=0.0000084, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3690/7467] loss=0.2216, lr=0.0000084, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3700/7467] loss=0.1192, lr=0.0000083, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3710/7467] loss=0.1025, lr=0.0000083, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3720/7467] loss=0.1138, lr=0.0000083, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3730/7467] loss=0.1013, lr=0.0000083, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3740/7467] loss=0.1079, lr=0.0000083, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3750/7467] loss=0.1337, lr=0.0000083, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3760/7467] loss=0.1432, lr=0.0000083, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3770/7467] loss=0.1148, lr=0.0000083, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3780/7467] loss=0.2048, lr=0.0000083, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3790/7467] loss=0.1303, lr=0.0000083, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3800/7467] loss=0.1040, lr=0.0000083, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3810/7467] loss=0.1123, lr=0.0000083, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3820/7467] loss=0.1667, lr=0.0000083, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3830/7467] loss=0.1740, lr=0.0000083, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 3840/7467] loss=0.1013, lr=0.0000082, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3850/7467] loss=0.1470, lr=0.0000082, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3860/7467] loss=0.1347, lr=0.0000082, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3870/7467] loss=0.0990, lr=0.0000082, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3880/7467] loss=0.1013, lr=0.0000082, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3890/7467] loss=0.1339, lr=0.0000082, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3900/7467] loss=0.1208, lr=0.0000082, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3910/7467] loss=0.1138, lr=0.0000082, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3920/7467] loss=0.1382, lr=0.0000082, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3930/7467] loss=0.0696, lr=0.0000082, metrics:accuracy:0.9536
INFO:root:[Epoch 3 Batch 3940/7467] loss=0.1597, lr=0.0000082, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3950/7467] loss=0.1248, lr=0.0000082, metrics:accuracy:0.9536
INFO:root:[Epoch 3 Batch 3960/7467] loss=0.1609, lr=0.0000082, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3970/7467] loss=0.1885, lr=0.0000081, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3980/7467] loss=0.1338, lr=0.0000081, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 3990/7467] loss=0.1763, lr=0.0000081, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4000/7467] loss=0.1372, lr=0.0000081, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4010/7467] loss=0.1110, lr=0.0000081, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4020/7467] loss=0.1444, lr=0.0000081, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4030/7467] loss=0.1014, lr=0.0000081, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4040/7467] loss=0.1128, lr=0.0000081, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4050/7467] loss=0.1020, lr=0.0000081, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4060/7467] loss=0.1326, lr=0.0000081, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4070/7467] loss=0.1349, lr=0.0000081, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4080/7467] loss=0.1305, lr=0.0000081, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4090/7467] loss=0.1539, lr=0.0000081, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4100/7467] loss=0.1152, lr=0.0000081, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4110/7467] loss=0.0907, lr=0.0000080, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4120/7467] loss=0.1317, lr=0.0000080, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4130/7467] loss=0.1632, lr=0.0000080, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4140/7467] loss=0.1863, lr=0.0000080, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4150/7467] loss=0.1379, lr=0.0000080, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4160/7467] loss=0.1243, lr=0.0000080, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4170/7467] loss=0.1387, lr=0.0000080, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4180/7467] loss=0.1104, lr=0.0000080, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4190/7467] loss=0.1054, lr=0.0000080, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4200/7467] loss=0.0649, lr=0.0000080, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4210/7467] loss=0.1005, lr=0.0000080, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4220/7467] loss=0.1436, lr=0.0000080, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4230/7467] loss=0.1708, lr=0.0000080, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4240/7467] loss=0.1120, lr=0.0000079, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4250/7467] loss=0.1406, lr=0.0000079, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4260/7467] loss=0.0995, lr=0.0000079, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4270/7467] loss=0.1310, lr=0.0000079, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4280/7467] loss=0.1052, lr=0.0000079, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4290/7467] loss=0.1106, lr=0.0000079, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4300/7467] loss=0.1175, lr=0.0000079, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4310/7467] loss=0.1718, lr=0.0000079, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4320/7467] loss=0.1321, lr=0.0000079, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4330/7467] loss=0.1389, lr=0.0000079, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4340/7467] loss=0.1115, lr=0.0000079, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4350/7467] loss=0.0924, lr=0.0000079, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4360/7467] loss=0.1360, lr=0.0000079, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4370/7467] loss=0.1862, lr=0.0000078, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4380/7467] loss=0.1344, lr=0.0000078, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4390/7467] loss=0.1400, lr=0.0000078, metrics:accuracy:0.9533
INFO:root:[Epoch 3 Batch 4400/7467] loss=0.1254, lr=0.0000078, metrics:accuracy:0.9533
INFO:root:[Epoch 3 Batch 4410/7467] loss=0.0823, lr=0.0000078, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4420/7467] loss=0.1456, lr=0.0000078, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4430/7467] loss=0.0946, lr=0.0000078, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4440/7467] loss=0.1257, lr=0.0000078, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4450/7467] loss=0.1474, lr=0.0000078, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4460/7467] loss=0.1509, lr=0.0000078, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4470/7467] loss=0.1575, lr=0.0000078, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4480/7467] loss=0.1427, lr=0.0000078, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4490/7467] loss=0.1345, lr=0.0000078, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4500/7467] loss=0.1166, lr=0.0000078, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4510/7467] loss=0.1377, lr=0.0000077, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4520/7467] loss=0.1169, lr=0.0000077, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4530/7467] loss=0.0819, lr=0.0000077, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4540/7467] loss=0.1482, lr=0.0000077, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4550/7467] loss=0.2190, lr=0.0000077, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4560/7467] loss=0.1283, lr=0.0000077, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4570/7467] loss=0.1270, lr=0.0000077, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4580/7467] loss=0.1027, lr=0.0000077, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4590/7467] loss=0.0609, lr=0.0000077, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4600/7467] loss=0.1716, lr=0.0000077, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4610/7467] loss=0.0997, lr=0.0000077, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4620/7467] loss=0.1262, lr=0.0000077, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4630/7467] loss=0.1238, lr=0.0000077, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4640/7467] loss=0.1348, lr=0.0000076, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4650/7467] loss=0.1044, lr=0.0000076, metrics:accuracy:0.9536
INFO:root:[Epoch 3 Batch 4660/7467] loss=0.0936, lr=0.0000076, metrics:accuracy:0.9536
INFO:root:[Epoch 3 Batch 4670/7467] loss=0.1810, lr=0.0000076, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4680/7467] loss=0.1199, lr=0.0000076, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4690/7467] loss=0.1620, lr=0.0000076, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4700/7467] loss=0.1074, lr=0.0000076, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4710/7467] loss=0.2116, lr=0.0000076, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4720/7467] loss=0.1492, lr=0.0000076, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4730/7467] loss=0.0729, lr=0.0000076, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4740/7467] loss=0.1613, lr=0.0000076, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4750/7467] loss=0.1981, lr=0.0000076, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4760/7467] loss=0.1406, lr=0.0000076, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4770/7467] loss=0.1551, lr=0.0000076, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4780/7467] loss=0.0950, lr=0.0000075, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4790/7467] loss=0.1140, lr=0.0000075, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4800/7467] loss=0.1755, lr=0.0000075, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4810/7467] loss=0.1653, lr=0.0000075, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4820/7467] loss=0.1591, lr=0.0000075, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4830/7467] loss=0.1166, lr=0.0000075, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4840/7467] loss=0.1544, lr=0.0000075, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4850/7467] loss=0.1223, lr=0.0000075, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4860/7467] loss=0.1660, lr=0.0000075, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4870/7467] loss=0.1180, lr=0.0000075, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4880/7467] loss=0.1471, lr=0.0000075, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4890/7467] loss=0.0965, lr=0.0000075, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4900/7467] loss=0.1180, lr=0.0000075, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4910/7467] loss=0.1073, lr=0.0000074, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4920/7467] loss=0.1419, lr=0.0000074, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4930/7467] loss=0.1668, lr=0.0000074, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4940/7467] loss=0.1438, lr=0.0000074, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 4950/7467] loss=0.0934, lr=0.0000074, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4960/7467] loss=0.1251, lr=0.0000074, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4970/7467] loss=0.1407, lr=0.0000074, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4980/7467] loss=0.1360, lr=0.0000074, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 4990/7467] loss=0.1690, lr=0.0000074, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 5000/7467] loss=0.1244, lr=0.0000074, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 5010/7467] loss=0.0852, lr=0.0000074, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 5020/7467] loss=0.1499, lr=0.0000074, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 5030/7467] loss=0.1357, lr=0.0000074, metrics:accuracy:0.9534
INFO:root:[Epoch 3 Batch 5040/7467] loss=0.1189, lr=0.0000074, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 5050/7467] loss=0.1127, lr=0.0000073, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 5060/7467] loss=0.1439, lr=0.0000073, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 5070/7467] loss=0.1493, lr=0.0000073, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 5080/7467] loss=0.1317, lr=0.0000073, metrics:accuracy:0.9535
INFO:root:[Epoch 3 Batch 5090/7467] loss=0.1261, lr=0.0000073, metrics:accuracy:0.9535
